Date_GMT,Time_GMT,Date_Local,Time_Local,ToolTS,Job,SliderSN,Blade Slot,DQST_Reader1_Prime,Tool_TS,Test_Cyl,Test_Head,V_STO,I_STO,R_STO,R_MEMS,SIP_mW,SIP_nm,RTFC_DAC,WTFC_DAC,Base747,ReaderSelection,SqzDirection,SER,KFCI,MCW
3.70E+09,2:16:39 AM,4/24/2021,10:16:39 AM,04/24/2021-10:16:43,52230704,4BC592F718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.62,2026,58.6119316
4/24/2021,9:53:33 AM,4/24/2021,5:53:33 PM,04/24/2021-17:53:37,52230704,4BC592F718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.41,2126,61.38643469
3.70E+09,2:28:29 AM,4/24/2021,10:28:29 AM,04/24/2021-10:28:33,52230704,4BC592F734,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.19,2226,63.63363374
4/24/2021,11:26:12 AM,4/24/2021,7:26:12 PM,04/24/2021-19:26:16,52230704,4BC593AB09,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.03,2326,64.88337608
4/24/2021,11:19:35 AM,4/24/2021,7:19:35 PM,04/24/2021-19:19:39,52230704,4BC593AB2A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.91,2426,67.2310838
3.70E+09,3:23:42 AM,4/24/2021,11:23:42 AM,04/24/2021-11:23:46,52230704,4BC593AB2C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.8,2526,70.4871823
4/24/2021,11:19:05 AM,4/24/2021,7:19:05 PM,04/24/2021-19:19:09,52230704,4BC593AB2C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.12,1826,55.48217351
4/24/2021,11:40:15 AM,4/24/2021,7:40:15 PM,04/24/2021-19:40:19,52230704,4BC593AB27,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.86,1926,57.41672046
4/24/2021,11:10:16 AM,4/24/2021,7:10:16 PM,04/24/2021-19:10:20,52230704,4BC593B71C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.64,2026,59.8131697
3.70E+09,2:19:24 AM,4/24/2021,10:19:24 AM,04/24/2021-10:19:28,52230704,4BC593B106,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.4,2126,60.72968426
4/24/2021,10:33:22 AM,4/24/2021,6:33:22 PM,04/24/2021-18:33:26,52230704,4BC593B707,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.17,2226,62.34257725
3.70E+09,2:49:03 AM,4/24/2021,10:49:03 AM,04/24/2021-10:49:07,52230704,4BC593B715,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.03,2326,66.27977193
3.70E+09,2:30:40 AM,4/24/2021,10:30:40 AM,04/24/2021-10:30:44,52230704,4BC593E730,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.9,2426,67.55835265
3.70E+09,2:28:28 AM,4/24/2021,10:28:28 AM,04/24/2021-10:28:32,52230704,4BC5931B03,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.8,2526,70.31408884
4/24/2021,11:03:27 AM,4/24/2021,7:03:27 PM,04/24/2021-19:03:31,52230704,4BC590813A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.33,1826,55.03943581
3.70E+09,1:31:53 AM,4/24/2021,9:31:53 AM,04/24/2021-09:31:57,52230704,4BC592311D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.05,1926,58.33503343
4/24/2021,10:12:20 AM,4/24/2021,6:12:20 PM,04/24/2021-18:12:24,52230704,4BC593872B,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.79,2026,58.95223284
4/24/2021,9:26:06 AM,4/24/2021,5:26:06 PM,04/24/2021-17:26:10,52230704,4BC5902138,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.54,2126,61.16597817
3.70E+09,2:58:18 AM,4/24/2021,10:58:18 AM,04/24/2021-10:58:22,52230704,4BC5908106,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.31,2226,64.42408493
3.70E+09,3:44:54 AM,4/24/2021,11:44:54 AM,04/24/2021-11:44:58,52230704,4BC5908107,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.14,2326,64.73725045
3.70E+09,3:07:29 AM,4/24/2021,11:07:29 AM,04/24/2021-11:07:33,52230704,4BC5908127,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.99,2426,67.10978555
4/24/2021,11:07:47 AM,4/24/2021,7:07:47 PM,04/24/2021-19:07:51,52230704,4BC5908127,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.87,2526,69.58441797
4/24/2021,10:49:25 AM,4/24/2021,6:49:25 PM,04/24/2021-18:49:29,52230704,4BC5908136,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.22,1826,55.76995974
3.70E+09,3:11:53 AM,4/24/2021,11:11:53 AM,04/24/2021-11:11:57,52230704,4BC5908708,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.97,1926,56.79179742
3.70E+09,3:54:57 AM,4/24/2021,11:54:57 AM,04/24/2021-11:55:01,52230704,4BC5908710,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.73,2026,57.87084572
3.70E+09,1:45:23 AM,4/24/2021,9:45:23 AM,04/24/2021-09:45:27,52230704,4BC5908712,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.51,2126,62.12643598
4/24/2021,10:31:03 AM,4/24/2021,6:31:03 PM,04/24/2021-18:31:07,52230704,4BC5908721,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.26,2226,61.93338277
4/24/2021,10:42:18 AM,4/24/2021,6:42:18 PM,04/24/2021-18:42:22,52230704,4BC5908722,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.12,2326,65.16690174
4/24/2021,10:26:21 AM,4/24/2021,6:26:21 PM,04/24/2021-18:26:25,52230704,4BC5911708,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.98,2426,67.47574349
4/24/2021,9:36:58 AM,4/24/2021,5:36:58 PM,04/24/2021-17:37:02,52230704,4BC5914118,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.85,2526,70.23122879
3.70E+09,3:16:39 AM,4/24/2021,11:16:39 AM,04/24/2021-11:16:43,52230704,4BC5914708,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.93,1826,54.1434394
3.70E+09,2:10:19 AM,4/24/2021,10:10:19 AM,04/24/2021-10:10:23,52230704,4BC5914729,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.7,1926,56.02414778
3.70E+09,1:42:49 AM,4/24/2021,9:42:49 AM,04/24/2021-09:42:53,52230704,4BC5923124,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.48,2026,57.2067061
3.70E+09,1:54:31 AM,4/24/2021,9:54:31 AM,04/24/2021-09:54:35,52230704,4BC5923130,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.29,2126,59.87952582
3.70E+09,2:53:26 AM,4/24/2021,10:53:26 AM,04/24/2021-10:53:30,52230704,4BC5923730,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.11,2226,62.53491294
4/24/2021,9:23:29 AM,4/24/2021,5:23:29 PM,04/24/2021-17:23:33,52230704,4BC5926110,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.97,2326,66.31936893
3.70E+09,3:34:03 AM,4/24/2021,11:34:03 AM,04/24/2021-11:34:07,52230704,4BC5926133,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.86,2426,66.65626006
3.70E+09,1:22:20 AM,4/24/2021,9:22:20 AM,04/24/2021-09:22:24,52230704,4BC5929134,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.76,2526,72.00653691
3.70E+09,2:56:05 AM,4/24/2021,10:56:05 AM,04/24/2021-10:56:09,52230704,4BC5935722,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.97,1826,53.55494143
4/24/2021,10:24:07 AM,4/24/2021,6:24:07 PM,04/24/2021-18:24:11,52230704,4BC5935725,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.74,1926,54.71409905
3.70E+09,1:57:16 AM,4/24/2021,9:57:16 AM,04/24/2021-09:57:20,52230704,4BC5935731,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.52,2026,58.47627618
4/24/2021,10:51:49 AM,4/24/2021,6:51:49 PM,04/24/2021-18:51:53,52230704,4BC5938115,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.31,2126,60.89835559
3.70E+09,1:48:11 AM,4/24/2021,9:48:11 AM,04/24/2021-09:48:15,52230704,4BC5938733,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.13,2226,63.67881384
3.70E+09,2:35:03 AM,4/24/2021,10:35:03 AM,04/24/2021-10:35:07,52230704,4BC5938736,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.98,2326,66.65981773
3.70E+09,2:08:34 AM,4/24/2021,10:08:34 AM,04/24/2021-10:08:38,52230704,4BC5941133,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.86,2426,68.19449556
4/24/2021,11:21:49 AM,4/24/2021,7:21:49 PM,04/24/2021-19:21:53,52230704,4BC5941733,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.76,2526,70.44087183
4/24/2021,10:14:58 AM,4/24/2021,6:14:58 PM,04/24/2021-18:15:02,52230704,54CD20B52D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.03,1826,55.22544869
3.70E+09,1:10:15 AM,4/24/2021,9:10:15 AM,04/24/2021-09:10:19,52230704,54CD20B52F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.75,1926,54.64423088
4/24/2021,10:03:05 AM,4/24/2021,6:03:05 PM,04/24/2021-18:03:09,52230704,54CD20B530,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.53,2026,57.87699582
4/24/2021,10:17:10 AM,4/24/2021,6:17:10 PM,04/24/2021-18:17:14,52230704,54CD20B536,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.33,2126,60.49753791
4/24/2021,10:05:32 AM,4/24/2021,6:05:32 PM,04/24/2021-18:05:36,52230704,54CD20B537,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.11,2226,63.21433424
4/24/2021,9:56:45 AM,4/24/2021,5:56:45 PM,04/24/2021-17:56:49,52230704,54CD20B538,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.99,2326,64.00580013
4/24/2021,11:46:24 AM,4/24/2021,7:46:24 PM,04/24/2021-19:46:28,52230704,54CD21D32F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.86,2426,66.84216743
3.70E+09,1:57:07 AM,4/24/2021,9:57:07 AM,04/24/2021-09:57:11,52230704,54CD21D50D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.75,2526,70.98000405
4/24/2021,11:38:01 AM,4/24/2021,7:38:01 PM,04/24/2021-19:38:05,52230704,54CD21D50D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.24,1826,56.50740686
4/24/2021,12:33:00 PM,4/24/2021,8:33:00 PM,04/24/2021-20:33:04,52230704,54CD21D52F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2,1926,56.34483214
4/24/2021,11:47:15 AM,4/24/2021,7:47:15 PM,04/24/2021-19:47:19,52230704,54CD21D330,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.71,2026,59.85136151
3.70E+09,3:02:34 AM,4/24/2021,11:02:34 AM,04/24/2021-11:02:38,52230704,54CD21D335,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.5,2126,60.91339549
3.70E+09,2:47:00 AM,4/24/2021,10:47:00 AM,04/24/2021-10:47:04,52230704,54CD21D337,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.25,2226,61.9638739
3.70E+09,3:45:57 AM,4/24/2021,11:45:57 AM,04/24/2021-11:46:01,52230704,54CD21D505,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.12,2326,67.01120852
4/24/2021,12:23:49 PM,4/24/2021,8:23:49 PM,04/24/2021-20:23:53,52230704,54CD21D509,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.97,2426,69.12409604
3.70E+09,2:56:00 AM,4/24/2021,10:56:00 AM,04/24/2021-10:56:04,52230704,54CD21D510,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.84,2526,70.50366219
4/24/2021,12:44:39 PM,4/24/2021,8:44:39 PM,04/24/2021-20:44:43,52230704,54CD21D518,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.07,1826,53.80777775
4/24/2021,12:39:14 PM,4/24/2021,8:39:14 PM,04/24/2021-20:39:18,52230704,54CD21D529,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.87,1926,57.04221739
4/24/2021,12:23:54 PM,4/24/2021,8:23:54 PM,04/24/2021-20:23:58,52230704,54CD21D532,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.61,2026,58.62712051
3.70E+09,2:37:40 AM,4/24/2021,10:37:40 AM,04/24/2021-10:37:44,52230704,54CD22F70D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.43,2126,60.75249484
4/24/2021,12:35:11 PM,4/24/2021,8:35:11 PM,04/24/2021-20:35:15,52230704,54CD22F71E,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.22,2226,63.7398681
3.70E+09,2:19:17 AM,4/24/2021,10:19:17 AM,04/24/2021-10:19:21,52230704,54CD22F73A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.07,2326,64.83313463
4/24/2021,11:56:26 AM,4/24/2021,7:56:26 PM,04/24/2021-19:56:30,52230704,54CD22F702,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.95,2426,69.19174535
4/24/2021,11:58:38 AM,4/24/2021,7:58:38 PM,04/24/2021-19:58:42,52230704,54CD22F704,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.83,2526,70.2620139
4/24/2021,12:14:49 PM,4/24/2021,8:14:49 PM,04/24/2021-20:14:53,52230704,54CD22F705,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.06,1826,53.24527771
4/24/2021,12:21:09 PM,4/24/2021,8:21:09 PM,04/24/2021-20:21:13,52230704,54CD22F718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.85,1926,56.99314702
4/24/2021,12:11:40 PM,4/24/2021,8:11:40 PM,04/24/2021-20:11:44,52230704,54CD22F732,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.6,2026,57.31441983
4/24/2021,12:25:46 PM,4/24/2021,8:25:46 PM,04/24/2021-20:25:50,52230704,54CD22F735,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.39,2126,61.46808443
3.70E+09,1:22:24 AM,4/24/2021,9:22:24 AM,04/24/2021-09:22:28,52230704,54CD23B71A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.18,2226,64.4233861
3.70E+09,1:44:58 AM,4/24/2021,9:44:58 AM,04/24/2021-09:45:02,52230704,54CD23B71C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.02,2326,66.12682703
4/24/2021,10:33:12 AM,4/24/2021,6:33:12 PM,04/24/2021-18:33:16,52230704,54CD23B71D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.89,2426,67.35279487
4/24/2021,10:40:14 AM,4/24/2021,6:40:14 PM,04/24/2021-18:40:18,52230704,54CD23B72C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.79,2526,71.17151207
4/24/2021,11:09:57 AM,4/24/2021,7:09:57 PM,04/24/2021-19:10:01,52230704,54CD23B72D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.3,1826,56.37675786
4/24/2021,9:35:15 AM,4/24/2021,5:35:15 PM,04/24/2021-17:35:19,52230704,54CD23B703,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2,1926,56.26919646
4/24/2021,10:24:09 AM,4/24/2021,6:24:09 PM,04/24/2021-18:24:13,52230704,54CD23B712,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.71,2026,60.39030523
3.70E+09,1:08:45 AM,4/24/2021,9:08:45 AM,04/24/2021-09:08:49,52230704,54CD23B714,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.5,2126,60.33869353
4/24/2021,10:35:54 AM,4/24/2021,6:35:54 PM,04/24/2021-18:35:58,52230704,54CD23B715,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.26,2226,63.51780208
4/24/2021,10:21:33 AM,4/24/2021,6:21:33 PM,04/24/2021-18:21:37,52230704,54CD23B718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.11,2326,66.29198821
3.70E+09,1:20:00 AM,4/24/2021,9:20:00 AM,04/24/2021-09:20:04,52230704,54CD23B722,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.96,2426,67.19283112
4/24/2021,10:42:35 AM,4/24/2021,6:42:35 PM,04/24/2021-18:42:39,52230704,54CD23B725,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.83,2526,71.18718031
4/24/2021,10:54:16 AM,4/24/2021,6:54:16 PM,04/24/2021-18:54:20,52230704,54CD23B726,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.22,1826,54.92118992
3.70E+09,1:59:04 AM,4/24/2021,9:59:04 AM,04/24/2021-09:59:08,52230704,54CD23B728,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.91,1926,57.44403899
4/24/2021,10:58:35 AM,4/24/2021,6:58:35 PM,04/24/2021-18:58:39,52230704,54CD23B731,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.65,2026,58.1842172
3.70E+09,2:39:52 AM,4/24/2021,10:39:52 AM,04/24/2021-10:39:56,52230704,54CD21771B,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.43,2126,61.31675067
3.70E+09,3:14:12 AM,4/24/2021,11:14:12 AM,04/24/2021-11:14:16,52230704,54CD23872F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.24,2226,63.18877424
4/24/2021,10:51:22 AM,4/24/2021,6:51:22 PM,04/24/2021-18:51:26,52230704,54CD24170D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.1,2326,64.60434198
3.70E+09,3:05:08 AM,4/24/2021,11:05:08 AM,04/24/2021-11:05:12,52230704,54CD24170E,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.96,2426,69.62216369
4/24/2021,11:28:12 AM,4/24/2021,7:28:12 PM,04/24/2021-19:28:16,52230704,54CD24171D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.85,2526,70.36668574
4/24/2021,11:49:27 AM,4/24/2021,7:49:27 PM,04/24/2021-19:49:31,52230704,54CD24172A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.54,1826,55.56473562
4/24/2021,11:35:25 AM,4/24/2021,7:35:25 PM,04/24/2021-19:35:29,52230704,54CD24172C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.23,1926,56.94690594
4/24/2021,11:37:19 AM,4/24/2021,7:37:19 PM,04/24/2021-19:37:23,52230704,54CD24172E,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.93,2026,59.81692321
4/24/2021,9:32:46 AM,4/24/2021,5:32:46 PM,04/24/2021-17:32:50,52230704,54CD205526,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.7,2126,62.22861201
